"data_download","batch_id","marca","modelo","tipo_documento","fonte","url","arquivo_local","tamanho_bytes","paginas","sha256","status","observacao"
"2026-07-02T12:09:45","valtra4_scribd_t_cvt_busca_ampliada_20260702","VALTRA","T195 CVT","manual_servico","Scribd","https://pt.scribd.com/document/665109210/Valtra-t-Cvt","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA 4\T195 CVT\MANUAL DE SERVICO DOS TRATORES VALTRA T195 CVT T210 CVT T230 CVT T250 CVT.pdf","1171681","41","d9d4e589b66e3a07d74a338066ed3d47f38ad1c111135c0e23599b521d22131d","validado_conteudo","Validado localmente: capa e conteudo citam T195 CVT, T210 CVT, T230 CVT e T250 CVT."
"2026-07-02T12:09:46","valtra4_scribd_t_cvt_busca_ampliada_20260702","VALTRA","T210 CVT","manual_servico","Scribd","https://pt.scribd.com/document/665109210/Valtra-t-Cvt","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA 4\T210 CVT\MANUAL DE SERVICO DOS TRATORES VALTRA T195 CVT T210 CVT T230 CVT T250 CVT.pdf","1171681","41","d9d4e589b66e3a07d74a338066ed3d47f38ad1c111135c0e23599b521d22131d","validado_conteudo","Validado localmente: capa e conteudo citam T195 CVT, T210 CVT, T230 CVT e T250 CVT."
"2026-07-02T12:09:46","valtra4_scribd_t_cvt_busca_ampliada_20260702","VALTRA","T230 CVT","manual_servico","Scribd","https://pt.scribd.com/document/665109210/Valtra-t-Cvt","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA 4\T230 CVT\MANUAL DE SERVICO DOS TRATORES VALTRA T195 CVT T210 CVT T230 CVT T250 CVT.pdf","1171681","41","d9d4e589b66e3a07d74a338066ed3d47f38ad1c111135c0e23599b521d22131d","validado_conteudo","Validado localmente: capa e conteudo citam T195 CVT, T210 CVT, T230 CVT e T250 CVT."
"2026-07-02T12:09:46","valtra4_scribd_t_cvt_busca_ampliada_20260702","VALTRA","T250 CVT","manual_servico","Scribd","https://pt.scribd.com/document/665109210/Valtra-t-Cvt","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA 4\T250 CVT\MANUAL DE SERVICO DOS TRATORES VALTRA T195 CVT T210 CVT T230 CVT T250 CVT.pdf","1171681","41","d9d4e589b66e3a07d74a338066ed3d47f38ad1c111135c0e23599b521d22131d","validado_conteudo","Validado localmente: capa e conteudo citam T195 CVT, T210 CVT, T230 CVT e T250 CVT."
"2026-07-02T12:09:46","valtra4_scribd_t_cvt_busca_ampliada_20260702","VALTRA","T195 CVT","esquema_eletrico_treinamento","Scribd","https://pt.scribd.com/document/604697701/Sistema-Eletrico-Serie-T-CVT","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA 4\T195 CVT\TREINAMENTO DO SISTEMA ELETRICO DOS TRATORES VALTRA SERIE T CVT.pdf","47258407","404","4f29ce8fef5edc74349741c7e82f0dbdc9a48815600788666a17d438a6e88609","validado_conteudo","Validado localmente: documento cita Treinamento Sistema Eletrico Serie T CVT."
"2026-07-02T12:09:46","valtra4_scribd_t_cvt_busca_ampliada_20260702","VALTRA","T210 CVT","esquema_eletrico_treinamento","Scribd","https://pt.scribd.com/document/604697701/Sistema-Eletrico-Serie-T-CVT","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA 4\T210 CVT\TREINAMENTO DO SISTEMA ELETRICO DOS TRATORES VALTRA SERIE T CVT.pdf","47258407","404","4f29ce8fef5edc74349741c7e82f0dbdc9a48815600788666a17d438a6e88609","validado_conteudo","Validado localmente: documento cita Treinamento Sistema Eletrico Serie T CVT."
"2026-07-02T12:09:46","valtra4_scribd_t_cvt_busca_ampliada_20260702","VALTRA","T230 CVT","esquema_eletrico_treinamento","Scribd","https://pt.scribd.com/document/604697701/Sistema-Eletrico-Serie-T-CVT","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA 4\T230 CVT\TREINAMENTO DO SISTEMA ELETRICO DOS TRATORES VALTRA SERIE T CVT.pdf","47258407","404","4f29ce8fef5edc74349741c7e82f0dbdc9a48815600788666a17d438a6e88609","validado_conteudo","Validado localmente: documento cita Treinamento Sistema Eletrico Serie T CVT."
"2026-07-02T12:09:46","valtra4_scribd_t_cvt_busca_ampliada_20260702","VALTRA","T250 CVT","esquema_eletrico_treinamento","Scribd","https://pt.scribd.com/document/604697701/Sistema-Eletrico-Serie-T-CVT","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA 4\T250 CVT\TREINAMENTO DO SISTEMA ELETRICO DOS TRATORES VALTRA SERIE T CVT.pdf","47258407","404","4f29ce8fef5edc74349741c7e82f0dbdc9a48815600788666a17d438a6e88609","validado_conteudo","Validado localmente: documento cita Treinamento Sistema Eletrico Serie T CVT."
"2026-07-02T12:09:46","valtra4_scribd_t_cvt_busca_ampliada_20260702","VALTRA","T195 CVT","esquema_eletrico_treinamento","Scribd","https://pt.scribd.com/document/724320652/Apostila-Sistema-Eletrico-Serie-T-CVT-Rev01-23102017","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA 4\T195 CVT\APOSTILA DO SISTEMA ELETRICO DOS TRATORES VALTRA SERIE T CVT.pdf","53269490","372","5d7cb4aec22a6e502c647f14d694405c51ee4eea7173a2e0a8a26b5df4f70af3","validado_conteudo","Validado localmente: apostila cita Sistemas Eletricos Trator Serie T CVT."
"2026-07-02T12:09:46","valtra4_scribd_t_cvt_busca_ampliada_20260702","VALTRA","T210 CVT","esquema_eletrico_treinamento","Scribd","https://pt.scribd.com/document/724320652/Apostila-Sistema-Eletrico-Serie-T-CVT-Rev01-23102017","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA 4\T210 CVT\APOSTILA DO SISTEMA ELETRICO DOS TRATORES VALTRA SERIE T CVT.pdf","53269490","372","5d7cb4aec22a6e502c647f14d694405c51ee4eea7173a2e0a8a26b5df4f70af3","validado_conteudo","Validado localmente: apostila cita Sistemas Eletricos Trator Serie T CVT."
"2026-07-02T12:09:46","valtra4_scribd_t_cvt_busca_ampliada_20260702","VALTRA","T230 CVT","esquema_eletrico_treinamento","Scribd","https://pt.scribd.com/document/724320652/Apostila-Sistema-Eletrico-Serie-T-CVT-Rev01-23102017","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA 4\T230 CVT\APOSTILA DO SISTEMA ELETRICO DOS TRATORES VALTRA SERIE T CVT.pdf","53269490","372","5d7cb4aec22a6e502c647f14d694405c51ee4eea7173a2e0a8a26b5df4f70af3","validado_conteudo","Validado localmente: apostila cita Sistemas Eletricos Trator Serie T CVT."
